type,map,status,progress_1,progress_2,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,9,9,17,7,8,14,7,18,8,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,5,5,9,9,14,17,7,9,15,7,19,8,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,17,6,10,15,16,17,7,9,19,9,19,9,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,18,6,11,19,17,18,8,10,22,11,19,12,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,18,9,13,19,18,18,8,12,22,14,19,13,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,18,9,15,20,20,18,12,14,22,16,19,16,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,19,11,17,20,22,19,15,19,29,19,20,16,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,19,11,19,20,25,19,19,20,29,19,23,16,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,19,12,19,21,29,19,22,22,29,20,27,17,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,20,14,19,21,32,20,23,26,30,20,27,18,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,20,17,22,21,35,20,28,27,30,20,27,19,,,,,,,,,,,,,,,,,,,,,,,,
,b,-1,-1,-1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,20,18,24,22,37,20,28,27,34,21,28,19,,,,,,,,,,,,,,,,7,,,,,,,,
,b,0,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,20,18,27,22,40,21,32,29,37,21,31,19,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,21,20,31,22,40,21,32,30,40,21,31,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,22,21,33,22,42,21,32,31,42,23,33,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,23,23,33,23,45,22,33,32,45,25,34,22,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,24,26,33,23,47,28,33,37,46,25,34,23,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,0,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,24,27,34,23,52,29,37,46,48,25,40,23,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,1,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,24,27,35,24,54,29,37,52,49,26,46,23,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,2,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,25,29,37,24,57,34,37,54,49,26,52,25,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,2,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,31,32,39,24,59,34,37,57,49,27,54,27,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,3,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,37,33,41,25,60,35,38,58,53,28,58,30,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,4,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,37,33,46,25,61,35,38,60,56,30,58,35,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,5,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,38,35,48,25,63,35,38,61,72,31,62,35,,,,,,,,,,,,,10,,,,,,,,,,,
,b,1,6,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,38,35,52,25,65,36,42,63,75,31,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,7,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,38,35,54,26,66,36,42,63,78,31,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,7,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,39,35,59,26,68,36,42,63,79,32,66,39,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,8,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,39,37,64,26,69,37,42,63,79,32,66,43,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,9,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,39,37,65,27,71,37,42,64,79,32,66,47,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,10,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,40,41,67,27,71,37,43,67,79,33,70,47,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,11,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,40,44,67,27,71,37,43,70,83,34,73,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,12,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,40,47,70,27,73,38,47,72,83,36,73,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,12,0,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,40,52,73,28,79,38,54,75,90,38,73,51,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,13,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,41,52,77,28,83,38,54,76,91,39,76,53,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,14,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,41,52,78,33,84,39,54,77,94,39,76,54,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,15,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,41,58,78,42,84,39,55,80,96,40,76,62,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,16,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,42,66,79,42,87,39,55,81,98,41,80,63,,,,,,,,,,,,,,,,,,12,,,,,,
,b,1,17,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1.0,1,1,42,67,81,43,89,40,55,82,98,44,80,63,,,,,,,,,,,,,,,,,,,,,2,,,
,b,1,17,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1.0,1,1,42,69,81,53,90,40,55,84,98,46,81,68,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,18,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1,1,1,43,69,82,53,91,40,59,86,99,48,81,76,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,19,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1,1,1,43,70,83,53,92,41,59,88,99,51,81,77,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,20,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1,1,1,45,78,85,54,95,41,63,89,99,54,85,78,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,21,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1,1,1,45,79,86,54,98,41,63,89,100,54,85,79,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,22,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1.0,0,1,1,0,1,1,1,45,79,89,54,100,42,64,90,100,54,85,79,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,22,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1.0,0,1,1,0,1,1,1,46,79,97,55,100,42,64,93,100,55,98,80,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,23,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,0,1,1,1,46,79,100,55,100,42,64,97,100,55,98,82,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,24,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,0,1,1,1,46,80,100,59,100,43,64,100,100,60,100,87,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,25,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,61,80,100,64,100,43,65,100,100,60,100,87,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,26,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,1,1,74,80,100,64,100,43,65,100,100,61,100,87,,,,,,,,,,,,,,,,,,,,,,1,,
,b,1,27,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,1,1,78,80,100,64,100,44,65,100,100,61,100,87,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,27,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,80,81,100,65,100,44,65,100,100,61,100,90,,,,,,,,,,,,,,,,,,,,,,,1,
,b,1,28,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,82,85,100,65,100,44,65,100,100,62,100,98,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,29,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,83,87,100,65,0,45,66,100,100,62,100,100,,,,,1,,,,,,,,,,,,,,,,,,,
,b,1,30,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,83,88,100,70,0,45,66,100,100,62,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,31,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,84,88,100,70,0,45,70,100,100,62,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,32,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,0,1,84,90,100,70,1,46,73,100,100,63,100,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,32,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,0,1,1,1,1,1,1,0,0,1,85,90,0,71,2,46,74,100,100,63,0,100,,,1,,,,,,,,1,,,,8,,,,,,,,,
,b,1,33,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,0,1,1,1,1,1,1,1,0,1,85,93,0,71,3,46,74,100,100,63,0,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,34,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,0,1,1,1,1,1,1,1,0,1,85,94,0,71,3,47,78,100,100,64,1,0,,,,,,,,,,,,1,,,,,,,,,,,,
,b,1,35,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,0,1,1,1,1,1,1,1,0,1,86,95,0,76,6,57,78,100,100,64,1,4,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,36,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,1,1,1,1,1,1,1,1,86,95,0,80,9,62,78,0,100,64,1,10,,,,,,,,1,,,,,,9,,,,,,,,,,
,b,1,37,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,1,1,1,1,1,1,1,1,86,95,1,80,10,62,78,2,100,65,1,13,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,37,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,1,0,1,1,1,1,1,1,87,95,1,81,10,69,79,3,100,65,2,18,,,,,,,,,,,,,,,,,,12,,,,,,
,b,1,38,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,1,0,1,1,1,1,1,1,87,96,1,81,11,69,79,6,100,65,2,18,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,39,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,1,0,1,1,1,1,1,1,87,96,1,81,14,70,80,8,100,66,2,18,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,40,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,0,1,0,0,1,1,1,1,1,1,87,96,1,82,15,70,82,9,100,66,2,19,,,,,,,,,,,,,,,,,9,,,,,,,
,b,1,41,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,0,0,1,1,1,1,1,1,88,96,2,86,17,70,86,10,100,66,3,19,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,42,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,0,0,1,1,1,1,1,1,88,97,2,86,17,71,86,10,100,67,3,19,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,42,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,0,0,1,1,1,1,1,1,90,97,2,86,17,71,88,11,100,67,3,19,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,43,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,0,1,1,1,1,1,1,91,97,2,91,17,71,91,11,100,67,3,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,1,44,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,0,1,1,1,1,1,1,91,97,2,91,17,72,92,12,100,67,4,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,0,1,1,1,1,1,1,91,97,3,91,17,72,92,15,100,68,4,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,0,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,1,1,1,92,98,3,96,18,72,92,20,100,68,5,25,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,1,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,1,1,1,92,98,3,96,18,73,92,22,100,68,6,30,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,2,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,0,1,1,1,1,1,1,1,92,98,3,96,18,73,93,22,100,69,6,30,,,,,,,,,,,,,,,,12,,,,,,,,
,b,2,44,3,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,0,1,1,1,1,1,1,1,96,98,3,97,18,73,93,22,100,69,6,30,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,4,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,99,99,4,97,18,74,93,22,100,69,6,31,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,5,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,99,99,4,97,18,74,93,23,100,70,7,31,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,5,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,1,1,100,99,4,98,19,74,97,23,100,70,7,31,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,6,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,100,99,4,98,19,75,97,23,100,70,7,31,,,,,,,,,,,,,7,,,,,,,,,,,
,b,2,44,7,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,100,100,5,98,19,75,97,24,100,71,7,32,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,8,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,100,100,5,98,19,75,98,24,100,71,8,32,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,9,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,100,100,5,99,19,75,98,24,100,71,8,32,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,10,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,100,100,5,99,19,76,98,27,100,71,8,32,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,10,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,100,100,5,99,20,76,98,28,100,72,8,33,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,11,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,100,100,6,100,20,76,99,30,100,72,9,33,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,12,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,100,100,6,100,20,77,99,33,100,72,9,33,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,13,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,100,100,6,100,20,77,99,34,100,73,12,34,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,14,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,9,100,20,77,99,35,100,73,13,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,15,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,11,100,20,78,99,35,100,73,13,42,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,15,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,12,100,21,78,100,35,100,74,13,43,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,16,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,12,100,21,78,100,36,100,74,16,44,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,17,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,12,100,22,79,100,36,100,74,17,44,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,18,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,12,100,23,79,100,36,100,75,17,44,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,19,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,12,100,25,79,100,38,100,75,21,44,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,20,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,13,100,27,80,100,39,100,75,24,44,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,20,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,13,100,27,80,100,39,100,76,24,45,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,21,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,13,100,28,80,100,40,100,76,24,45,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,22,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,13,100,28,81,100,41,100,76,24,45,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,23,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,13,100,29,81,100,41,100,76,25,45,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,24,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,14,100,29,81,100,42,100,77,25,46,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,25,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,14,100,30,82,100,42,100,77,25,46,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,25,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,15,100,31,82,100,43,100,77,25,50,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,26,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,17,100,32,82,100,44,100,78,29,50,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,27,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,17,100,34,83,100,44,100,78,33,61,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,28,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,17,100,35,83,100,45,100,78,36,61,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,29,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,17,100,36,83,100,49,100,79,36,62,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,30,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,18,100,38,84,100,52,100,79,37,62,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,30,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,20,100,40,84,100,55,100,79,37,62,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,31,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,25,100,43,84,100,55,0,80,37,63,,,,,,,,,1,,,,,,,,,,,,,,,
,b,2,44,32,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,26,100,48,85,100,59,6,80,37,64,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,33,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,30,100,52,85,100,60,10,80,38,66,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,34,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,36,100,54,85,100,60,11,82,38,72,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,35,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,41,100,56,86,100,61,12,84,41,81,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,35,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,45,100,57,86,100,63,16,84,45,84,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,36,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,47,100,59,86,100,65,23,85,45,84,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,37,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,50,100,60,87,100,66,23,88,45,86,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,38,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,51,100,62,90,100,69,24,89,46,87,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,39,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,100,100,52,100,64,90,100,70,24,90,49,91,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,40,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,0,1,1,100,100,53,100,66,96,100,71,24,90,49,96,,,,,,,,,,,,,,,,,,,,,,2,,
,b,2,44,40,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,0,1,1,100,100,59,100,66,96,100,75,25,90,50,99,,,,,,,,,,,,,,,,,12,,,,,,,
,b,2,44,41,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,0,1,1,100,100,61,100,66,96,100,75,28,91,50,99,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,42,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,0,1,1,100,100,62,100,66,97,100,75,30,91,50,99,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,43,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,0,1,1,1,1,0,1,1,0,100,63,100,66,97,100,77,33,91,51,100,1,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,44,,5,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,0,1,1,1,1,0,1,1,0,100,64,100,67,97,100,78,35,92,51,100,,,,,,,,,,,,,,,,9,,,,,,,,
,b,2,44,45,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,0,1,1,1,1,0,1,1,0,100,64,100,67,98,100,79,35,92,51,100,,,,,,,,,,,,,8,,,,,,,,,,,
,b,2,44,45,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,0,1,1,1,1,0,1,1,1,100,66,100,67,98,100,79,36,92,55,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,46,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,0,1,1,1,1,0,1,1,1,100,68,100,67,98,100,82,38,93,57,100,,,,,,,,,,,,,,,,,,,,,,,,
